order_id,delivered,delivered_by,release_time,deadline,completion_time,is_late,x,y
70,1,13,74,99,78,0,2.7279514460276117,4.172975099430084
71,1,3,115,149,120,0,0.6372275964106938,1.5412917496506684
72,1,33,31,58,36,0,4.494623182632373,1.0503826916987702
73,1,24,52,90,60,0,3.900581209357213,4.420673507255045
74,1,34,20,60,24,0,4.628819112847783,1.1836866611467933
75,1,37,94,144,100,0,4.407081023316622,0.12393180949094362
76,1,2,103,118,115,0,4.0111756946856945,4.3203201418763975
77,1,14,111,132,115,0,3.936872545677356,0.5404781320147856
78,1,25,58,74,64,0,1.112168587728322,4.0829330279846445
79,1,14,51,63,56,0,1.1146177360290448,3.300165913743145
80,1,12,82,114,88,0,4.834445520241806,1.395624963609357
81,1,16,120,138,124,0,4.905748435991301,2.6810786623936096
82,1,28,33,54,40,0,0.8928390808623182,4.812671578807778
83,1,25,55,82,59,0,1.7284355583990014,3.9321408910184097
84,1,24,24,45,29,0,0.5782289201466523,4.497523664555998
85,1,42,68,103,78,0,0.00845639109314733,4.627875827495414
86,1,0,55,72,62,0,3.6851884674515016,0.9851756455086719
87,1,46,15,36,20,0,3.1157770497320456,3.3169373813277216
88,1,25,41,61,47,0,2.535612520176346,3.3344645205286483
89,1,42,85,122,103,0,2.7720623883339686,0.9592004649507374
90,1,29,70,109,80,0,3.0775745797569027,1.5047493728278267
91,1,7,74,96,83,0,1.4345685843446359,2.1494407499491732
92,1,32,27,54,37,0,2.324940951235071,2.210798996524037
93,1,30,21,47,24,0,4.505904129141271,3.9801238006339013
94,1,31,42,53,45,0,2.5772600495760822,3.1647042788289785
95,1,16,25,36,31,0,3.363978352785835,1.1232033299864415
96,1,49,108,133,112,0,1.2242127203917508,2.3756817210940255
97,1,28,24,46,28,0,2.0722050549885966,3.1488269036885685
98,1,30,83,113,90,0,2.4718858450521846,1.2199221978921941
99,1,8,99,123,110,0,4.302202827112607,4.42732602754933
100,1,11,59,74,65,0,4.0205492808657155,3.4795588820411916
101,1,10,17,69,23,0,4.587350072277201,0.606792995946922
102,1,6,96,150,101,0,4.93946226533224,2.9772615923470984
103,1,22,54,106,58,0,4.075032536658419,4.460101481705091
104,1,30,110,133,118,0,2.229568060383502,0.7957895377149965
105,1,9,35,64,40,0,3.7588839325025574,4.199314439209604
106,1,26,56,70,63,0,2.422985085351334,1.1962293190731643
107,1,26,114,135,123,0,1.1724678900731766,1.6792376831065696
108,1,29,19,40,23,0,0.754153290065433,1.915176462156691
109,1,30,59,79,68,0,2.0743394794910905,1.6544069551904177
110,1,29,98,128,106,0,4.164455846702438,1.9473840633347062
111,1,42,73,97,81,0,0.09765978368863559,4.403283363789118
112,1,10,49,97,57,0,4.713708287170484,1.4930632618619173
113,1,17,102,122,105,0,2.6911028380511577,3.673170303781789
114,1,45,62,76,72,0,2.4411473877512524,1.3646765588162828
115,1,13,92,110,99,0,3.3443681031145855,3.990711622100944
116,1,46,68,90,74,0,4.59770810334488,4.903609887594616
117,1,28,10,29,14,0,2.9594638781395544,3.3149987841808066
118,1,17,33,58,37,0,4.33425677797565,0.9086451325671607
119,1,0,112,140,116,0,2.2734966250824105,1.6875027403693532
120,1,29,106,119,111,0,4.756020599302809,2.107824133793694
121,1,41,44,59,47,0,3.7451213054142536,0.2604280412162774
122,1,23,96,110,99,0,3.9061652480544744,3.258773276219447
123,1,3,19,41,25,0,0.9968034118126645,0.10190008660166172
124,1,44,27,48,32,0,3.3472942230995533,2.8198479096500955
125,1,0,77,114,84,0,3.834490491781204,0.8389457168390113
126,1,4,39,52,42,0,3.888959430877163,0.8188290508359958
127,1,16,116,162,119,0,4.644435842035608,2.878983642062071
128,1,40,75,107,91,0,4.707352992706548,0.9916488854585764
129,1,38,38,89,44,0,1.2142469026856606,3.485965012478861
130,1,23,72,98,81,0,4.027639818230832,3.98113608300106
131,1,49,8,29,13,0,2.6637262265525012,3.3076067034367798
132,1,19,62,81,70,0,0.06326075082926541,2.100293704209138
133,1,22,90,103,99,0,3.1779255305072294,4.143536555012291
134,1,21,34,64,38,0,3.6689765200669595,4.827368656190388
135,1,17,105,127,113,0,3.873207251857873,2.324368858172539
136,1,37,119,137,126,0,1.611522914905591,1.2274758454684542
137,1,3,78,101,82,0,1.21931719595478,2.3235423330161584
138,1,35,23,51,27,0,0.1434999888504479,4.254764181562296
139,1,29,112,135,117,0,3.9891617841404825,1.7016942158214183
140,1,46,24,36,30,0,2.778955139597919,2.5831362585746707
141,1,1,88,117,97,0,2.442889234243937,3.790823267412332
142,1,28,11,27,19,0,2.454106675392931,3.9646643406615873
143,1,37,74,100,79,0,3.458935776476009,1.531030150650442
144,1,26,95,115,100,0,2.654609655728839,2.1275190635260737
145,1,12,32,46,35,0,3.5142747109288446,1.3545821348809817
146,1,39,97,119,101,0,1.5777397200299326,3.71440531819552
147,1,15,92,122,98,0,1.0819231993930285,2.4209929360635436
148,1,17,12,51,16,0,2.6231843455430393,1.414993516374775
149,1,12,1,24,11,0,1.1374158174127735,0.8972077184270166
150,1,17,70,86,86,0,1.3715566339163365,4.87147465551369
151,1,8,13,62,18,0,3.1893482755296376,3.763960878956269
152,1,48,43,52,49,0,1.421696635685747,2.39357104303199
153,1,24,14,60,18,0,1.262391952464863,4.308614823137566
154,1,2,87,96,95,0,2.45873280145534,2.88510578235409
155,1,15,10,49,16,0,4.0557103813752375,4.745628211790156
156,1,11,76,94,83,0,2.7903651730881425,2.080870107051642
157,1,0,116,144,124,0,3.8784676984910864,1.9018901307327467
158,1,33,79,94,94,0,4.95015630233399,1.5269012215968019
159,1,15,27,42,40,0,4.7379510016268895,1.0389395291177568
160,1,3,9,28,15,0,0.7852854669043857,0.8690677416321724
161,1,44,37,48,43,0,2.252518523088512,2.9690559755978163
162,1,21,58,71,63,0,3.5347791493951664,3.514937790468586
163,1,23,80,114,85,0,4.619555222412743,3.9391401332336566
164,1,12,69,84,74,0,4.668342292227567,2.1256948305210583
165,1,30,9,27,19,0,4.54205722606303,4.133155798250298
166,1,8,117,129,122,0,2.9752201865970234,4.1212015066000465
167,1,0,51,97,55,0,2.3434898513808093,1.5204559527238337
168,1,47,76,89,84,0,2.69990781299007,2.18879431785799
169,1,21,3,13,10,0,3.6726696164280765,3.018568204729553
170,1,30,34,68,38,0,4.997862084387257,3.3614079215161965
171,1,26,83,105,89,0,3.7813441520627853,2.3525041162581677
172,1,15,81,115,86,0,0.9074457361156296,2.9266481263892716
173,1,7,41,58,45,0,2.3500519748017585,2.0417404671500767
174,1,5,36,60,40,0,1.649018317894827,3.4683683699171626
175,1,6,58,73,63,0,4.067830173689863,2.750483044858915
176,1,23,51,86,58,0,1.6163689313799734,4.850923634042886
177,1,13,52,65,55,0,3.288301932415645,2.712967971785975
178,1,8,56,75,62,0,3.1131693630085566,2.492465511910943
179,1,29,36,68,41,0,1.3352811913646623,0.6550661447522327
180,1,44,80,104,85,0,2.4235589847499908,0.14434721220831614
181,1,10,1,20,8,0,3.5489141255012955,1.5537506919666755
182,1,25,14,36,19,0,1.1235032972789232,4.207028408085177
183,1,41,119,147,129,0,3.2385484439187935,0.7698556221416403
184,1,0,61,98,68,0,3.5270581496292683,2.0774517146767653
185,1,7,24,72,33,0,2.2839323636615676,0.7232098424280436
186,1,10,8,27,13,0,3.731462727461988,0.6825417229543229
187,1,25,34,75,37,0,1.6993762155714776,3.9385870288214706
188,1,39,74,122,78,0,3.6302549130676627,4.187379613032107
189,1,12,61,79,70,0,4.326302973501213,2.232736965215972
190,1,43,24,61,28,0,2.2767230843325055,1.608886751145187
191,1,14,99,122,103,0,2.8589882099245054,1.1678122302894656
192,1,7,103,132,115,0,3.7235257578259793,3.526139405125013
193,1,13,19,38,23,0,3.961968303499652,3.2600950070030295
194,1,47,42,92,45,0,0.6312313490469434,4.8267679508842685
195,1,14,1,30,13,0,0.49855848870989206,4.5522083884823346
196,1,20,9,36,23,0,4.354664856746097,4.849783970205531
197,1,7,83,98,90,0,1.6928061702571584,3.4635229929344105
198,1,22,48,98,55,0,4.261706682829465,4.296710920841333
199,1,11,8,27,18,0,4.361915086992681,0.17949549918843288
200,1,20,55,94,61,0,4.987129614781077,3.733831833689635
201,1,2,115,129,124,0,2.218392758308529,3.4700058139661727
202,1,4,47,70,50,0,3.980717325811059,1.466838879826044
203,1,12,101,110,106,0,2.6558315907438,2.829640309579684
204,1,35,79,109,85,0,0.3948417532999732,4.3541979932242745
205,1,12,59,89,62,0,4.564145080117774,0.7155886006425483
206,1,11,102,129,107,0,1.2766335407957703,0.04698715727435521
207,1,10,56,107,65,0,3.3880544284953973,0.7898781103589347
208,1,28,88,106,99,0,1.495771245618861,4.81014536411721
209,1,38,61,78,68,0,0.9960849955444617,1.9234662448367272
210,1,26,89,102,95,0,2.8596134617536944,2.8740596508932255
211,1,3,87,104,95,0,1.3724019008911386,2.8296450847784946
212,1,5,106,149,110,0,4.5530847685935525,3.7258607706698506
213,1,30,102,132,108,0,3.8787048980169043,1.1505919548520815
214,1,0,96,126,105,0,0.9506599463854415,1.2531340002180802
215,1,26,12,46,17,0,3.4042754709101137,0.6838961924704945
216,1,4,74,93,81,0,1.5446644197631803,2.204115950814058
217,1,49,95,119,101,0,0.4506668787310947,1.4755522581457763
218,1,27,46,70,52,0,0.6607989887339177,2.697038794922105
219,1,37,105,147,111,0,4.152363097836987,1.2848504228163116
220,1,36,14,33,21,0,3.7327967535852253,1.6935762690094314
221,1,35,110,143,117,0,0.7037850750294133,4.832501047313761
222,1,1,102,128,114,0,4.899711213909518,4.836348736500161
223,1,18,68,88,78,0,3.953409842944687,0.06959327550450589
224,1,16,74,102,80,0,3.364141909368768,3.3617039867550655
225,1,17,29,61,33,0,4.701459458897771,0.5417305109961534
226,1,5,117,147,122,0,4.421174226074261,2.8070369112493943
227,1,10,116,149,122,0,0.3160852058009772,4.119276756952238
228,1,0,4,23,11,0,2.0414792789770635,0.6988850625361054
229,1,30,68,88,76,0,0.5806024036255475,1.1740001621566454
230,1,19,89,136,95,0,1.8550575774344136,4.7469038420595275
231,1,39,113,132,116,0,2.9367017277430376,3.632995752786208
232,1,7,120,153,126,0,4.168465416481608,3.0782610702557816
233,1,33,56,99,63,0,3.451403318737818,1.086348423487808
234,1,9,69,114,76,0,0.4967731230306516,3.428401327406427
235,1,45,15,64,21,0,0.3027504458330438,1.3794072043079342
236,1,32,81,103,86,0,0.4583671190876043,1.0605290771165659
237,1,48,16,40,22,0,0.252892553314365,1.66754578216258
238,1,23,26,51,34,0,0.3430507641217795,3.8257868794429224
239,1,14,115,139,125,0,1.6427977671611522,0.7377708997072185
240,1,7,16,50,24,0,4.292030631900881,0.72343990160254
241,1,23,3,20,12,0,0.8724856045069673,3.305288212986584
242,1,18,41,57,48,0,3.9499233211737694,1.1896580304523152
243,1,17,67,82,72,0,0.26199508930588256,3.7085902847707475
244,1,20,65,90,75,0,2.3812298271162513,3.8900851965710137
245,1,32,5,36,15,0,2.519193448929107,4.727078214850532
246,1,17,3,16,6,0,2.6072560735654204,2.2902126104884104
247,1,7,13,39,17,0,4.236492715836214,2.131368096399959
248,1,32,77,94,81,0,0.3674535788322525,0.40395238705395964
249,1,8,70,94,78,0,1.3750799977897659,3.1653836215050775
250,1,36,58,86,65,0,4.973138779304618,2.6527841871566227
251,1,9,109,142,118,0,0.4958923083952099,3.508897092730331
252,1,31,55,78,62,0,2.7566761419489945,4.327461578511561
253,1,25,51,71,55,0,2.069067855884567,4.137096123900223
254,1,3,32,52,38,0,1.562741749985665,1.5626178557093389
255,1,4,11,43,20,0,3.4341051773348834,2.3713394279455136
256,1,25,47,95,51,0,2.159382592758701,3.722944845959395
257,1,24,71,88,77,0,0.2999048898542328,4.783123119234532
258,1,13,120,151,124,0,2.054043164610791,4.368036861171593
259,1,35,39,70,42,0,0.25723039986188023,1.4381470382366364
260,1,37,61,73,70,0,2.5370627348400205,0.7736508792913072
261,1,31,14,39,21,0,1.7505699711059557,2.7813273805216343
262,1,45,71,121,80,0,1.130795471639237,2.145562054408906
263,1,20,3,30,9,0,3.067866402677324,3.213495819149157
264,1,10,23,39,28,0,4.147303949798315,1.3372386257705533
265,1,33,23,75,31,0,4.6076876051658635,1.755117103684909
266,1,41,94,115,97,0,3.2867231741839777,0.3479271062416822
267,1,38,48,73,57,0,0.4587884152722266,2.6524134432946473
268,1,27,41,70,46,0,0.7870463792254434,1.558186848521082
269,1,32,19,31,22,0,2.981118861025461,4.416710922591717
270,1,29,84,111,87,0,3.3698435530655653,1.3605142177310947
271,1,47,96,118,100,0,2.2102209334888956,1.3658342218238473
272,1,45,86,111,89,0,2.149568166989452,1.4162323504022467
273,1,34,50,86,57,0,3.335662793681748,0.22708681302213762
274,1,35,27,61,39,0,0.038435429499414364,1.5070968100921838
275,1,1,0,24,7,0,1.2775975201072964,1.6406117796892055
276,1,48,90,106,99,0,0.8784740093792115,1.9010372285761812
277,1,40,5,35,17,0,0.3603774829607892,4.308821810112943
278,1,21,73,102,76,0,4.605812172512062,4.310550068060332
279,1,0,14,36,22,0,3.547494807844671,2.088469799217403
280,1,39,58,105,64,0,0.859365902890345,4.738071546633737
281,1,39,31,59,34,0,0.4406494064894234,4.2224217990734845
282,1,12,39,57,46,0,2.619812715003158,1.9788334842966648
283,1,10,65,93,73,0,1.66534311246566,0.8406635402284329
284,1,21,44,74,52,0,2.5497603116148597,4.529613657900252
285,1,11,18,32,24,0,4.075185028750071,1.1813442447336215
286,1,13,83,100,89,0,3.011994926365829,3.80107647773446
287,1,11,74,98,78,0,2.3197653425650975,2.818677416439248
288,1,22,41,86,48,0,3.2149591533578303,4.9326597386792965
289,1,37,56,91,61,0,0.7547870069653845,0.34143129247878046
290,1,32,64,85,72,0,1.373368337430796,0.28086060106539024
291,1,44,106,120,112,0,2.259569318503411,0.2844502541697619
292,1,13,59,86,63,0,3.075041942077868,2.535339086669776
293,1,31,116,157,122,0,3.6946052274062025,0.20511356926462387
294,1,1,19,63,23,0,1.6076338144021418,2.3781451397153477
295,1,23,43,81,47,0,0.5175093863519581,4.495634169778867
296,1,16,31,57,36,0,2.522745007504787,0.8627945571818246
297,1,8,46,65,49,0,2.6203427658508724,3.049027031613372
298,1,17,86,116,92,0,1.9370827976155796,3.872323942868677
299,1,16,42,57,46,0,3.1544328722098975,1.6732467362996877
300,1,38,84,135,93,0,1.4207348693905686,3.618668275012309
301,1,12,74,99,81,0,4.366398310302694,1.6668101803027828
302,1,27,84,111,94,0,1.5511586877590604,3.280273590180276
303,1,40,71,104,76,0,3.5441700718552696,0.42359506002001
304,1,44,89,138,95,0,1.6423827712679202,0.6389688205017297
305,1,9,65,91,73,0,0.4672648253301087,3.3522802003996954
306,1,35,43,93,57,0,1.5443303503194046,4.755846567980671
307,1,24,19,35,24,0,0.9600261683219313,4.999883105515143
308,1,2,94,122,98,0,2.5384485636232315,2.6988537920683555
309,1,20,79,97,87,0,3.309646186857088,4.381963862713709
310,1,10,88,121,96,0,0.7712638066056077,0.904229835843483
311,1,33,5,36,15,0,4.513279913572191,3.605914989027135
312,1,21,78,99,85,0,3.5979283689532497,4.847943017043125
313,1,32,103,126,110,0,1.1700147216771222,1.1958424862275974
314,1,1,56,81,66,0,1.839204791125164,4.735650851220615
315,1,30,53,90,59,0,3.8906201862496297,2.514533457437895
316,1,4,32,52,39,0,4.006296120757738,0.6919926730171561
317,1,22,13,41,18,0,4.370584725261185,2.772703727122156
318,1,41,97,116,104,0,4.255830240423894,1.4253150702966422
319,1,12,55,72,59,0,4.526531044891206,0.7367432799580215
320,1,22,119,133,125,0,4.083516279277503,4.4231488685900375
321,1,32,49,89,54,0,1.9822698273512391,1.8698074383951002
322,1,29,12,54,18,0,1.1226937930355796,1.593424377248656
323,1,10,36,85,40,0,3.95690318741088,0.6879979386293583
324,1,30,90,119,96,0,3.480359942879918,0.693963459090931
325,1,45,32,50,39,0,0.02625599152808966,0.3961288563536064
326,1,13,67,96,74,0,2.7440212272191773,3.636173926624659
327,1,41,6,23,13,0,1.4405078901961526,1.5057559729310999
328,1,42,63,86,72,0,0.3140357550553191,4.183438603026676
329,1,5,91,105,97,0,3.159774710065712,2.8752372876531678
330,1,27,73,105,80,0,0.007821679666994985,1.764080198130169
331,1,13,46,54,52,0,3.341074514598174,2.617422788391057
332,1,4,81,101,85,0,1.9522686628003205,2.35067539079243
333,1,44,100,118,106,0,1.2682513053460638,0.08121115554473812
334,1,8,98,128,103,0,3.664705107253208,3.141284812378282
335,1,7,69,85,74,0,1.6625930418599244,0.22167844147604088
336,1,23,89,111,93,0,4.151918283818014,3.4234128320449173
337,1,33,99,135,104,0,4.057488409238032,0.3155026851611231
338,1,3,25,70,29,0,1.4672128558751563,0.21903137829561548
339,1,41,104,129,111,0,4.6668548997519865,2.576917946272494
340,1,24,36,70,39,0,0.18310385768454174,3.2345024940037517
341,1,23,34,52,38,0,0.2390201712324569,3.2786568377883984
342,1,4,56,96,67,0,2.184756915624682,2.00010887322231
343,1,34,88,119,98,0,1.6951831420408032,0.9340860879496937
344,1,20,93,118,96,0,2.5963792676747097,4.005740437008869
345,1,28,69,81,77,0,3.0122664941511363,4.111706397699433
346,1,24,39,71,42,0,0.40034455537497626,3.304596107290683
347,1,3,44,72,52,0,2.130580364415227,3.4488240422274314
348,1,2,55,67,60,0,4.35018587528196,1.7627965515424115
349,1,47,46,78,54,0,0.37520582494079635,3.1875626894164917
350,1,8,18,67,24,0,3.3970530390734495,4.763946981398039
351,1,32,99,128,103,0,0.17399482899271013,0.33616681531054404
352,1,5,77,92,82,0,1.9142720084438887,2.8362232086205976
353,1,18,97,112,103,0,4.7441176463277825,1.8600668923534185
354,1,11,83,91,86,0,2.647299407681448,1.9901702297622497
355,1,49,66,97,72,0,0.12956670432071604,0.9302402473629995
356,1,9,90,120,99,0,0.588804977453376,3.874822417657441
357,1,23,62,77,66,0,1.42788438849079,4.582394547709407
358,1,40,115,135,118,0,4.264131451921614,2.260213426226987
359,1,21,40,74,44,0,4.05256609178816,4.837806181815312
360,1,34,114,129,122,0,0.32469539158035576,2.7108568061278113
361,1,28,81,99,84,0,3.5590455200360633,4.636622283615889
362,1,41,25,48,32,0,2.543778725871504,0.6068122753922844
363,1,34,70,100,77,0,3.951865304038746,0.13142013404132846
364,1,16,78,112,85,0,4.018308631442932,2.7582346696321376
365,1,35,92,120,100,0,1.546453587642311,4.997975219671934
366,1,44,9,27,19,0,3.8458227518734898,4.116696997541953
367,1,22,87,105,90,0,3.2116929469319064,2.2498724783149804
368,1,1,81,114,85,0,4.389800758252059,3.901314644191542
369,1,41,116,153,119,0,4.831323069670534,2.1630914324098742
370,1,43,20,32,24,0,2.5905106646200817,1.520622714037339
371,1,19,114,128,123,0,1.7301154117093653,4.704520274657674
372,1,43,70,84,78,0,1.2530265449099953,3.1752854569387297
373,1,14,82,97,94,0,3.07214139154099,0.46714203441788005
374,1,20,115,143,129,0,0.8560031152789616,3.1223959371683288
375,1,6,10,29,16,0,0.20597151760892052,4.318905958100165
376,1,28,53,72,57,0,3.2556498874279995,3.8347950045815553
377,1,8,37,57,46,0,2.49019030068058,3.1358200514904215
378,1,20,87,113,93,0,2.4147240908770975,4.023440771078665
379,1,45,56,87,62,0,0.36486512752672895,0.29956516467334493
380,1,5,40,82,45,0,1.0201150678169935,3.0333013141031815
381,1,21,51,69,58,0,3.670998774022734,4.303886828771627
382,1,18,30,54,36,0,2.5749006704111106,0.5309196680454864
383,1,43,6,24,15,0,2.2479800599783237,0.7043881750409176
384,1,40,110,153,114,0,4.320819251812154,2.0906737166743827
385,1,30,24,53,28,0,4.668757676247024,3.6056421441106097
386,1,41,112,126,116,0,4.979847055477084,2.334075588686753
387,1,49,58,98,66,0,0.45024547521892166,1.9662109205664864
388,1,18,36,67,40,0,2.916720559928383,0.24329066464827964
389,1,11,1,45,8,0,3.3626030188272464,1.4287419072050878
390,1,45,46,72,53,0,0.6696747199615732,1.3223644989545664
391,1,32,71,91,78,0,0.2262119725563233,0.2557884369150415
392,1,27,97,127,104,0,0.3676587487142091,2.5212776456160233
393,1,10,12,45,17,0,3.401993200594304,0.5940550986179477
394,1,11,46,71,55,0,4.933938322182197,2.7891591913606435
395,1,7,5,15,8,0,3.0123147558094003,2.0069354213803225
396,1,1,66,95,75,0,3.5679592316240334,4.01982927597106
397,1,46,119,143,125,0,4.465658460390037,0.698904928861776
398,1,12,107,120,112,0,1.9647729393324154,3.0825024373575802
399,1,43,62,80,69,0,2.536574931006483,2.548570503754162
400,1,26,42,70,46,0,2.374462999990166,0.0831847775115746
401,1,13,92,124,95,0,2.9185107092439315,3.9837740696507358
402,1,4,83,113,92,0,2.9845480797659683,1.3276521849286067
403,1,17,6,26,12,0,2.892371661127895,1.1377161264941138
404,1,20,99,133,103,0,2.621161663123415,3.605914176245622
405,1,0,73,109,78,0,4.108306455639261,1.2109828007061223
406,1,32,53,67,60,0,0.9539216391346367,2.2051928309236644
407,1,6,117,146,129,0,2.0518870466135253,3.874861509035455
408,1,23,66,82,77,0,3.637010494704592,3.528876160758826
409,1,2,48,64,55,0,4.990614342027411,2.391854916717006
410,1,43,69,95,72,0,2.2983176600979327,2.665635322866105
411,1,23,102,131,107,0,4.338272017274967,3.4037294478457083
412,1,14,35,59,38,0,2.420900508473223,4.7866869809671915
413,1,25,98,117,115,0,4.707427731637307,4.9113014823799785
414,1,8,61,74,66,0,3.451199557818035,2.445015397557644
415,1,3,69,92,78,0,1.438946877489764,2.8673840193682256
416,1,20,102,117,112,0,4.091887300652812,4.773044316957307
417,1,38,44,84,47,0,1.4381517080706996,3.570706437491977
418,1,47,105,133,114,0,3.7366924985900245,1.0699340403850377
419,1,41,78,101,85,0,3.480856503234113,0.6863647740046147
420,1,4,67,81,75,0,1.212290192051434,3.3491698244655197
421,1,48,91,122,104,0,0.26245553419731393,2.066506830241293
422,1,40,70,111,80,0,3.8538302904913957,0.025907232035650152
423,1,13,112,143,120,0,2.034537257734417,4.6751604929807575
424,1,39,41,56,46,0,0.9972798733380084,4.819570194454679
425,1,18,73,88,86,0,4.539684793678112,0.4473036025575816
426,1,31,112,148,116,0,4.5661486283492625,0.8753238774048155
427,1,18,63,81,68,0,4.98585901544255,1.9849728713914983
428,1,18,72,101,82,0,4.383715839589617,0.04633584240049893
429,1,43,69,93,86,0,1.4228082617502313,4.945497350443617
430,1,11,24,66,30,0,4.255298692889983,2.34010384503145
431,1,19,32,51,37,0,0.8124713126986932,2.294572355161806
432,1,1,72,95,78,0,3.683089477461285,3.9538383221262787
433,1,28,114,142,117,0,0.8774745691923236,4.280732521367288
434,1,44,85,99,89,0,2.5764032947989794,0.43368884924177953
435,1,5,0,16,10,0,2.3872704924494648,4.679126935006942
436,1,29,42,51,48,0,2.2336776090322674,1.3349716348214007
437,1,43,30,41,36,0,1.3077657540769638,1.7977604528057793
438,1,29,87,117,93,0,2.3269749547096468,0.7985841261378157
439,1,25,81,122,86,0,3.8492052372909313,3.4514518870940707
440,1,41,17,43,20,0,1.8377195155108512,1.1042461998436077
441,1,36,53,78,58,0,3.7386741857542827,3.0286947404453466
442,1,19,105,120,110,0,3.7867526165216296,4.0099749589001545
443,1,26,100,116,106,0,3.4017095995969897,2.979072327656114
444,1,29,117,133,124,0,2.640865620365967,1.8089243426212187
445,1,21,25,49,29,0,4.143870269792126,4.514440801199044
